ID	Acetate	Propionate	Butyrate
Intercept	0.844489005782391	0.43323462589186	0.535158456261378
Actinobacteriota.Actinobacteria.Bifidobacteriales.Bifidobacteriaceae.Bifidobacterium	0	0	0
Actinobacteriota.Actinobacteria.Bifidobacteriales.Bifidobacteriaceae.Bifidobacterium.Bifidobacterium.choerinum	0	0	0
Actinobacteriota.Coriobacteriia.Coriobacteriales.Atopobiaceae.Coriobacteriaceae.UCG.002	0	-0.00266301492479031	0
Bacteroidota.Bacteroidia.Bacteroidales.Bacteroidaceae.Bacteroides	0	0	0
Bacteroidota.Bacteroidia.Bacteroidales.Bacteroidaceae.Bacteroides.Bacteroides.acidifaciens	0	0.00110648210336329	-0.00361020664870831
Bacteroidota.Bacteroidia.Bacteroidales.Bacteroidaceae.Bacteroides.Bacteroides.caecimuris	0	0	0
Bacteroidota.Bacteroidia.Bacteroidales.Bacteroidaceae.Bacteroides.Bacteroides.uniformis	0	0.00300897251230114	-0.00716117084312328
Bacteroidota.Bacteroidia.Bacteroidales.Bacteroidaceae.Bacteroides.Bacteroides.vulgatus.ATCC.8482	0	0	0
Bacteroidota.Bacteroidia.Bacteroidales.Marinifilaceae.Butyricimonas	0	0	0
Bacteroidota.Bacteroidia.Bacteroidales.Marinifilaceae.Odoribacter	0	0	0
Bacteroidota.Bacteroidia.Bacteroidales.Muribaculaceae	0	0	0
Bacteroidota.Bacteroidia.Bacteroidales.Muribaculaceae.Muribaculum	0	0	0
Bacteroidota.Bacteroidia.Bacteroidales.Prevotellaceae.Alloprevotella	0	0	0
Bacteroidota.Bacteroidia.Bacteroidales.Prevotellaceae.Prevotellaceae.UCG.001	0	0	0
Bacteroidota.Bacteroidia.Bacteroidales.Rikenellaceae.Alistipes	0	0	0
Bacteroidota.Bacteroidia.Bacteroidales.Rikenellaceae.Alistipes.Alistipes.shahii	0	0	0
Bacteroidota.Bacteroidia.Bacteroidales.Rikenellaceae.Alistipes.Alistipes.sp..cv1	0	0	0
Bacteroidota.Bacteroidia.Bacteroidales.Rikenellaceae.Rikenella	0	0	0
Bacteroidota.Bacteroidia.Bacteroidales.Rikenellaceae.Rikenellaceae.RC9.gut.group	0	0	0
Bacteroidota.Bacteroidia.Bacteroidales.Tannerellaceae	0	0.00995197589175919	0
Bacteroidota.Bacteroidia.Bacteroidales.Tannerellaceae.Parabacteroides	0	0	0
Bacteroidota.Bacteroidia.Bacteroidales.Tannerellaceae.Parabacteroides.Parabacteroides.distasonis	0	0	0
Bacteroidota.Bacteroidia.Bacteroidales.Tannerellaceae.Parabacteroides.Parabacteroides.goldsteinii	0	0	0
Bacteroidota.Bacteroidia.Bacteroidales.Tannerellaceae.Parabacteroides.Parabacteroides.merdae	0	0	0
Campilobacterota.Campylobacteria.Campylobacterales.Helicobacteraceae.Helicobacter.Helicobacter.ganmani	0	0	0
Campilobacterota.Campylobacteria.Campylobacterales.Helicobacteraceae.Helicobacter.Helicobacter.mastomyrinus	0	0	0
Cyanobacteria.Vampirivibrionia.Gastranaerophilales	0	-0.00464097080274159	0
Deferribacterota.Deferribacteres.Deferribacterales.Deferribacteraceae.Mucispirillum.Mucispirillum.schaedleri	0	0	0
Desulfobacterota.Desulfovibrionia.Desulfovibrionales.Desulfovibrionaceae	0	0	0
Desulfobacterota.Desulfovibrionia.Desulfovibrionales.Desulfovibrionaceae.Bilophila	0	0	0
