,SCFA,Taxa,PearsonR,PearsonP,SpearmanR,SpearmanP
0,Acetate,Muribaculaceae,-0.2186589415255308,0.006802011611008674,-0.1487879222794032,0.06733452057030127
1,Acetate,Akkermansia-muciniphila,-0.09316207482171798,0.2536276642785719,-0.03640687951305612,0.6561054557284485
2,Acetate,Bacteroides-acidifaciens,0.004695144412667086,0.9542201121685939,0.033052654638954286,0.686031036642335
3,Acetate,Faecalibaculum,-0.14681871108581845,0.07108182932421778,-0.03356365202058515,0.6814389990107419
4,Acetate,Parasutterella,-0.19509228244362312,0.016014067309734977,-0.18929530682959836,0.019507819531299396
5,Acetate,Bacteroides-uniformis,-0.07140174211799234,0.38203692542292506,0.046457522421635346,0.5698002945607855
6,Acetate,Bacteroides,0.009861628944824397,0.9040224454334584,-0.02008966709723276,0.8059437068550624
7,Acetate,Alloprevotella,-0.10884664803395173,0.18192760121172255,-0.08929834573260582,0.2739361254118368
8,Acetate,Clostridia-UCG-014,-0.08154000110796494,0.31796035831269304,-0.14977207334659204,0.06552295420261997
9,Acetate,Lachnospiraceae-NK4A136-group,-0.12337417639521406,0.129951288541527,-0.04307711233674369,0.5982276986933306
10,Acetate,Lachnospiraceae,-0.024036892624639115,0.7688015666641304,0.10044491829495827,0.21822492110863
11,Acetate,Escherichia-Shigella,-0.03065621604939051,0.7077174698129972,-0.04744428269739405,0.5616241337947587
12,Acetate,Parabacteroides-goldsteinii,0.18361670510043884,0.023550809182093405,-0.09185751679549477,0.2603652700337812
13,Acetate,Desulfovibrionaceae,0.14119804252137116,0.0827160083154608,0.08727788523100538,0.2849826343071155
14,Acetate,Helicobacter-ganmani,0.09616599268530002,0.23857325084204417,0.07595771155509701,0.3523278225257641
15,Acetate,Mucispirillum-schaedleri,-0.0467698292697593,0.5672064908038069,0.1110621313704987,0.17314085446072072
16,Acetate,Oscillospiraceae,-0.017449250247766564,0.8310390275914603,0.13763421018459665,0.09085249039454633
17,Acetate,Muribaculum,-0.04879124621360407,0.5505548642473315,0.0188526228999166,0.8176779923303777
18,Acetate,Lachnospiraceae-bacterium-10-1,-0.01412748264647756,0.862850997915728,-0.03594162096736951,0.660225230431865
19,Acetate,Roseburia,0.06723684395338285,0.4104850011412593,0.14967110041036227,0.06570696826282198
20,Acetate,Colidextribacter,-0.02468972046851115,0.7627065095002737,0.0038750948270559527,0.9622094366834142
21,Acetate,Lachnoclostridium,-0.035966199194741866,0.660007338296082,0.0955885271729595,0.24141769240164956
22,Acetate,Clostridia-vadinBB60-group,0.018301545069861234,0.8229185935605798,-0.04338139059679439,0.5956429498713955
23,Acetate,Bacteroides-vulgatus-ATCC-8482,-0.021602908966041185,0.791648337106215,0.031938237246362466,0.6960853629991728
24,Acetate,Lachnospiraceae-bacterium-28-4,0.36114684132550534,4.854101739618818e-06,0.12932470599561924,0.1123008118401122
