Diet,Bacteria,F,Pvalue,Pvalue_corrected
Inulin,A2,2.072492525938123,0.14995611993484234,0.4058812312903066
Inulin,ASF356,1.7365277313841463,0.20540222290632182,0.4531068933911576
Inulin,Acetatifactor,0.5678026473175131,0.6452581603550396,0.6848246874152298
Inulin,Acetatifactor-muris,1.4285066354323133,0.2763632225052067,0.5320808156412
Inulin,Acutalibacter-muris,0.5530250501911845,0.6544630017662788,0.6848246874152298
Inulin,Akkermansia,1.2098765432098773,0.34251562159196147,0.5425972025820254
Inulin,Akkermansia-muciniphila,2.1223784632369123,0.14323486851646786,0.3929280852546348
Inulin,Alistipes,7.5815440795894675,0.0029887426157600852,0.035689102999958665
Inulin,Alistipes-inops,11.478891031659584,0.0004575997037940659,0.01032141554113282
Inulin,Alistipes-obesi,0.8425925925925923,0.4930287671963084,0.5693980161236207
Inulin,Alistipes-shahii,22.45052142347111,1.2944574730748626e-05,0.0013138743351709854
Inulin,Alistipes-sp.-N15.MGS-157,1.7454306477739605,0.20367098184624802,0.4531068933911576
Inulin,Alistipes-sp.-cv1,1.7544849381240413,0.20192665572459473,0.4531068933911576
Inulin,Alloprevotella,1.7234823317661174,0.20796811924515796,0.4531068933911576
Inulin,Anaerofilum,2.890334760620763,0.07276716107892654,0.2701766352370523
Inulin,Anaeroplasma,0.8425925925925924,0.4930287671963084,0.5693980161236207
Inulin,Anaerotruncus,0.3903752956820259,0.7617807989299332,0.7889872560345736
Inulin,Anaerotruncus-sp.-G3(2012),1.1685963743920558,0.3567789601043997,0.5425972025820254
Inulin,Anaerovoracaceae,0.8425925925925924,0.4930287671963084,0.5693980161236207
Inulin,Anaerovorax,3.09255986572453,0.061421550097482014,0.24937149339577697
Inulin,Arcobacteraceae,0.8074298424698999,0.5104947730763496,0.5693980161236207
Inulin,Bacillus,0.8425925925925924,0.4930287671963084,0.5693980161236207
Inulin,Bacteria,0.8435369530255656,0.4925676368456767,0.5693980161236207
Inulin,Bacteroidales,0.8425925925925924,0.4930287671963084,0.5693980161236207
Inulin,Bacteroides,4.690202071442408,0.01808626857774317,0.12238375070939543
Inulin,Bacteroides-acidifaciens,3.042348130223611,0.06404039258495375,0.2500038402835694
Inulin,Bacteroides-caecimuris,6.219497452642227,0.006603167934854567,0.06383062337026081
Inulin,Bacteroides-nordii,0.8425925925925922,0.4930287671963084,0.5693980161236207
Inulin,Bacteroides-sartorii,4.59113867984622,0.01940355414744809,0.12309129662287381
Inulin,Bacteroides-stercorirosoris,6.484655663615692,0.005619410005197057,0.05703701155275013
Inulin,Bacteroides-uniformis,14.721014448169777,0.00013066805480372313,0.004420935854192632
Inulin,Bacteroides-vulgatus-ATCC-8482,4.630887468998005,0.018862336079094374,0.12309129662287381
Inulin,Bacteroides-xylanisolvens,0.7522374226983912,0.5390879586103945,0.5947546499886417
Inulin,Bifidobacterium,7.243232259953589,0.003610069822463237,0.04071356522000206
Inulin,Bifidobacterium-choerinum,1.699533204382672,0.21277026718493675,0.45465646566886486
Inulin,Bilophila,17.016363903184768,6.054430187202552e-05,0.002458098656004236
Inulin,Blautia,0.5602524972673163,0.6499486132470633,0.6848246874152298
Inulin,Brevinema,0.25142596185352356,0.8590014164867791,0.8632538987466146
Inulin,Burkholderiales-bacterium-YL45,1.2540894869966055,0.3278987763185782,0.5425972025820254
Inulin,Butyricicoccus,0.9470098613405724,0.4444992774861195,0.5693980161236207
Inulin,Butyricimonas,10.002701562390694,0.0008798785569080041,0.014884612254360404
Inulin,Butyricimonas-synergistica,1.8046966875496664,0.19254529632913953,0.4531068933911576
Inulin,Butyricimonas-virosa,0.9481567491446548,0.4439932036090596,0.5693980161236207
Inulin,Candidatus-Gastranaerophilales-bacterium-Zag_111,1.8543538002616864,0.18373552343208197,0.4451384034804656
Inulin,Candidatus-Saccharimonas,1.7228567936641777,0.20809203291125936,0.4531068933911576
Inulin,Candidatus-Soleaferrea,1.2098765432098766,0.34251562159196164,0.5425972025820254
Inulin,Christensenella-minuta,7.8937735829005256,0.0025215099837724267,0.032526106911807524
Inulin,Christensenella-sp.-Marseille-P2437,1.6443806160947227,0.22429542611199652,0.46940176804881745
Inulin,Christensenellaceae,1.555961347285247,0.24421314386514717,0.4860320412218124
Inulin,Christensenellaceae-R-7-group,1.9741781010654058,0.16424792957747406,0.4247902170959705
Inulin,Clostridia,0.7913110267021285,0.5186955709866359,0.5753836115316234
Inulin,Clostridia-UCG-014,2.5362165508445855,0.09877664128578927,0.3084870489386957
Inulin,Clostridia-vadinBB60-group,1.7142106471397043,0.20981304423038824,0.4531068933911576
Inulin,Clostridiales-bacterium-CIEAF-012,1.5439511888689734,0.24706325614852523,0.4869304951276759
Inulin,Clostridiales-bacterium-CIEAF-020,1.9760835982579505,0.163957030354439,0.4247902170959705
Inulin,Clostridiales-bacterium-CIEAF-026,1.2098765432098764,0.34251562159196164,0.5425972025820254
Inulin,Clostridium-isatidis,0.8425925925925922,0.4930287671963084,0.5693980161236207
Inulin,Clostridium-sensu-stricto-1,2.6155947318499138,0.09214592632682116,0.3034243708132588
Inulin,Clostridium-sp.-Clone-44,1.2098765432098761,0.34251562159196164,0.5425972025820254
Inulin,Clostridium-sp.-Clone-49,1.2098765432098766,0.34251562159196164,0.5425972025820254
Inulin,Clostridium-sp.-Culture-27,2.237773263826942,0.12893153306142374,0.36863522833054957
Inulin,Clostridium-sp.-Culture-41,0.8317043851297393,0.49837539680806353,0.5693980161236207
Inulin,Clostridium-sp.-Culture-54,2.8248979712782725,0.07692925630242646,0.2762574634053794
Inulin,Colidextribacter,1.3412008819166916,0.30098995947220847,0.5425972025820254
Inulin,Collinsella,1.1571557089882962,0.36084050418016467,0.5425972025820254
Inulin,Coriobacteriaceae-UCG-002,4.1568704449984,0.02662207895277325,0.15440805792608484
Inulin,Corynebacterium,1.1574195969677792,0.36074628231104927,0.5425972025820254
Inulin,Corynebacterium-propinquum,0.8425925925925927,0.4930287671963084,0.5693980161236207
Inulin,Defluviitaleaceae-UCG-011,1.1818021191767598,0.35214985248326774,0.5425972025820254
Inulin,Desulfovibrio,17.99175385013577,4.471655588197184e-05,0.002458098656004236
Inulin,Desulfovibrio-fairfieldensis,1.6791624284948636,0.21695018898479987,0.45875925379077476
Inulin,Desulfovibrionaceae,4.403269170646586,0.02221218801916095,0.13261982846734333
Inulin,Dialister-invisus-DSM-15470,1.2098765432098764,0.34251562159196164,0.5425972025820254
Inulin,Dialister-sp.-Marseille-P5638,0.8425925925925928,0.4930287671963084,0.5693980161236207
Inulin,Dielma,0.8425925925925928,0.4930287671963084,0.5693980161236207
Inulin,Dorea-sp.-5-2,1.0703002929562084,0.3932770040237921,0.5693980161236207
Inulin,Dubosiella,7.8630155419332,0.002563634042309953,0.032526106911807524
Inulin,Dubosiella-newyorkensis,2.4093605429826956,0.11051006337844149,0.33482899799736754
Inulin,Eisenbergiella,0.6504644852090765,0.5956534977488311,0.6397759790635594
Inulin,Elizabethkingia,0.8425925925925922,0.4930287671963084,0.5693980161236207
Inulin,Enterobacteriaceae,0.8265781896726121,0.500911725815639,0.5693980161236207
Inulin,Enterococcus,2.3248942103390244,0.11918338789346855,0.3506409817735379
Inulin,Enterorhabdus,4.692221340144811,0.018060493919182328,0.12238375070939543
Inulin,Erysipelatoclostridium,1.2757331334175241,0.3209838743597133,0.5425972025820254
Inulin,Erysipelatoclostridium-ramosum,0.8425925925925923,0.4930287671963084,0.5693980161236207
Inulin,Erysipelotrichaceae,1.9272795109565524,0.17159013695502257,0.4247902170959705
Inulin,Erysipelotrichaceae-UCG-003,0.9497715319258534,0.4432816371124655,0.5693980161236207
Inulin,Escherichia-Shigella,3.117937029136196,0.06014399947276798,0.24937149339577697
Inulin,Ethanoligenenaceae,1.1655290075532228,0.35786322081483063,0.5425972025820254
Inulin,Eubacterium-plexicaudatum,2.5907496602028366,0.09416618404549411,0.3034243708132588
Inulin,Eubacterium-sp.-14-2,0.8145335596354798,0.5069195315542743,0.5693980161236207
Inulin,Faecalibacterium,2.17510250610931,0.1364920732748921,0.38483181770559854
Inulin,Faecalibaculum,0.34629965982133776,0.7923703427665818,0.812379694856647
Inulin,Faecalibaculum-rodentium,1.174088282900623,0.3548461936698922,0.5425972025820254
Inulin,Family-XIII-AD3011-group,6.023178520119165,0.007458509087416486,0.0658294497715455
Inulin,Flavobacterium,1.2098765432098764,0.34251562159196164,0.5425972025820254
Inulin,Flavonifractor,3.1135556118402117,0.06036241764859994,0.24937149339577697
Inulin,Frisingicoccus,2.1273756925126337,0.14258018935564618,0.3929280852546348
Inulin,GCA-900066575,2.3584907860886624,0.1156458007791047,0.34523672879644496
Inulin,Gastranaerophilales,2.0494738958046073,0.15317461410483776,0.4091374560958167
Inulin,Harryflintia,3.0682542349564774,0.0626738691783474,0.2494665773177357
Inulin,Helicobacter,3.6227313645496726,0.040042501620402834,0.20842635458825068
Inulin,Helicobacter-ganmani,3.285747983132263,0.052412232802474534,0.24453833429848082
Inulin,Helicobacter-hepaticus,2.4203527591297394,0.10943404293555914,0.33482899799736754
Inulin,Helicobacter-mastomyrinus,2.883327033733834,0.07320056619723092,0.2701766352370523
Inulin,Incertae-Sedis,0.25293050431120984,0.8579475503408733,0.8632538987466146
Inulin,Intestinimonas,1.941913532934124,0.1692609870362796,0.4247902170959705
Inulin,Klebsiella,0.8425925925925923,0.4930287671963084,0.5693980161236207
Inulin,Lachnoclostridium,1.576803915993514,0.23935110758323502,0.48474338068815187
Inulin,Lachnospiraceae,0.14067457733388564,0.933941017418541,0.933941017418541
Inulin,Lachnospiraceae-FCS020-group,4.417610052371285,0.021982239490027557,0.13261982846734333
Inulin,Lachnospiraceae-NK4A136-group,0.48665583074844443,0.6969976184155233,0.7255923925043652
Inulin,Lachnospiraceae-UCG-001,0.8425925925925928,0.4930287671963084,0.5693980161236207
Inulin,Lachnospiraceae-UCG-006,1.8219532932228373,0.1894322859964754,0.4524088712621707
Inulin,Lachnospiraceae-UCG-010,0.8425925925925922,0.4930287671963084,0.5693980161236207
Inulin,Lachnospiraceae-bacterium-10-1,0.8242267243393986,0.5020792870141251,0.5693980161236207
Inulin,Lachnospiraceae-bacterium-28-4,1.9296991413282583,0.17120260389503592,0.4247902170959705
Inulin,Lachnospiraceae-bacterium-595,7.0352464323904895,0.0040647963570122,0.04342914002491982
Inulin,Lachnospiraceae-bacterium-A4,0.6651074537186688,0.5872065909759101,0.6340581806814348
Inulin,Lachnospiraceae-bacterium-DW59,2.745009167653472,0.08237735367216442,0.2835792434153105
Inulin,Lactobacillus,12.5638943124298,0.00029332996427946774,0.007776146411804966
Inulin,Lactobacillus-intestinalis,1.7209328760364613,0.20847364997536855,0.4531068933911576
Inulin,Lactobacillus-mucosae-LM1,0.7224862481565388,0.5551060748067347,0.6091163955987413
Inulin,Lactobacillus-murinus,1.928670052887407,0.17136730687736812,0.4247902170959705
Inulin,Lactococcus,1.2374982018139518,0.333305597772499,0.5425972025820254
Inulin,Leuconostoc,0.8425925925925924,0.4930287671963084,0.5693980161236207
Inulin,Lysinibacillus,0.8425925925925927,0.4930287671963084,0.5693980161236207
Inulin,Malacoplasma-muris,1.2807438891368077,0.31940502089578937,0.5425972025820254
Inulin,Marvinbryantia,3.27195972620009,0.05300338280361161,0.24453833429848082
Inulin,Megasphaera,1.2098765432098764,0.34251562159196164,0.5425972025820254
Inulin,Methyloprofundus,1.047799676490413,0.40215818435342626,0.5693980161236207
Inulin,Micrococcaceae,1.1101488362429976,0.3780378316676442,0.5544560731128286
Inulin,Monoglobus,0.3291036900941126,0.8044086996007271,0.820577718688179
