,MiceID,Vendor,k1,k2,D,H,Ai,R2,zeta
0,BI3,Beijing,0.45988789329863355,0.45988787382040197,-2.194339461345532,1.107608977126067,5.745295881271013,0.7735553457252462,1.0000000000000002
1,GI2,Guangdong,3.7381324423408933e-10,0.0814034124867661,-0.3053563461016512,0.018894311428340263,6.139936998202616,0.35474913516168827,7378.430140853952
2,GI3,Guangdong,0.08508583934114018,0.08508944089542414,-0.4225507048353439,0.04805587549888448,6.289933902452167,0.8992398962004402,1.000000000223953
3,HI5,Hunan,1.0490207312908773,1.0490664512757306,-6.075536641217536,5.225447951916016,5.609634868871781,0.7750615086965802,1.0000000002374296
4,SI5,Shanghai,0.5905800289218182,0.5905799850088053,-1.9684029216573737,1.54808650359866,5.122238551820799,0.7393301811131849,1.0000000000000007
5,BI1,Beijing,0.5901784893816757,0.5901762807820065,-2.4139114071400867,1.8667748170446097,5.71362705113404,0.7276352694471772,1.0000000000017504
6,SI2,Shanghai,8.6903401931278,8.033727833248456,-1101029.7475360374,318.4938354244444,4.927140905462278,0.3664028128861939,1.0007716257348869
7,SI3,Shanghai,0.003986634262675534,6.098803279517265,-0.4332364940866444,0.2754955750439277,3.7132517777705685,0.7625747861136428,19.569192892506333
8,SI4,Shanghai,0.39921579929373635,6.380949385379601e-09,-0.38662803222362996,0.017845020619524334,4.379241905814683,0.9374749986810782,3954.860977627387
9,GI4,Guangdong,1.8230660672016392,2.0748879413850863,-8.515528780066894,21.515285565026865,6.501075788130004,0.6928701745560573,1.0020933677588997
10,BI2,Beijing,0.6944392145287802,0.6944389646285546,-2.606504070250352,2.3872577773903076,5.930558104144135,0.7555117040163122,1.0000000000000162
11,GI1,Guangdong,0.07059017813279041,0.0705605643734458,-0.41510386841576474,0.04691367931934425,6.33259138007382,0.6683241592045912,1.0000000220085168
12,HI1,Hunan,1.8259297982403233,1.7088483780267987,-7.741449858249717,13.642554323928596,5.47963624529873,0.8474596843439353,1.0005490086292252
13,HI4,Hunan,0.35994363465357276,0.3599436459940521,-1.9471759399416542,0.591199521138962,4.680923861644407,0.7239514733890031,1.0000000000000002
14,SI1,Shanghai,0.029599091411283616,0.05060922713924182,-0.08380153450090592,0.011313051881211214,4.434793776067859,0.5559105837651865,1.0361804018752465
15,HI2,Hunan,0.6189611006789825,0.6189565188726623,-1.6061465804430268,1.6985771002340426,4.986214343774607,0.8085423531974876,1.0000000000068494
16,BI5,Beijing,9.980037505218727,0.43840113327623725,-37.181554457051554,22.06364980524613,6.023738565197128,0.9638430498483501,2.490409255893662
17,BI4,Beijing,0.4397491231877886,2.5727422924261463,-4.680857484319108,5.471355119345552,6.326249454653954,0.760953853525333,1.4161041266696845
